TIMESTAMP,RH_19_3_1_1_1,TA_2_1_1_1_1,SWIN_6_10_1_1_1,SWOUT_6_11_1_1_1,LWIN_6_14_1_1_1,LWOUT_6_15_1_1_1,SHF_6_37_1_1_1,SHF_6_37_2_1_1
2018-06-30 23:30:00,70.8823308635097,8.772068963788303,-5.348880532033423,-1.1988009479108628,272.6017958217269,341.2045356545963,-8.168639253481896,-0.477921442339833
2018-07-01 00:00:00,74.84510413888887,8.151469063888886,-5.121276066666669,-1.839876316666668,270.35997388888904,330.16417083333334,-8.559382283333333,-0.504210365555555
2018-07-01 00:30:00,75.13574130555556,8.171998249999996,-5.129478580555557,-2.084629833333335,270.03601027777773,326.8338836111113,-9.469904786111107,-0.5514224844444447
2018-07-01 01:00:00,80.36190580555557,7.277652836111111,-4.553736183333338,-2.179924172222221,268.62513361111104,321.74596444444444,-10.423397388888887,-0.6006520575000006
2018-07-01 01:30:00,83.41815741666665,6.346933127777776,-2.434830411944444,-1.613553483333333,267.09881777777775,321.4958719444444,-11.218991861111116,-0.642661650833334
2018-07-01 02:00:00,87.01773502777777,6.277020422222228,1.810575839408333,-1.235729812777777,265.95768138888906,321.9768086111113,-11.729146194444436,-0.6676967747222223
2018-07-01 02:30:00,90.29840180555554,5.995430566666665,8.440912211111112,-0.8947645488888882,265.42820861111113,320.88193500000017,-11.975670083333355,-0.6792562988888882
2018-07-01 03:00:00,91.02776330555555,5.875798030555554,16.10204269444444,0.02763424900833335,264.4096944444442,323.91190916666676,-12.094408944444426,-0.6857961536111101
2018-07-01 03:30:00,91.08752072222221,5.942658838888885,25.913817583333355,0.7997683816666669,264.6855161111112,324.6772363888888,-11.909719361111122,-0.6734148144444444
2018-07-01 04:00:00,88.42495986111113,6.770069861111112,152.09456916666662,31.442158916666646,266.1600672222221,348.212316388889,-11.541780638888897,-0.6463346597222225
2018-07-01 04:30:00,78.74654536111115,8.700771924999993,209.6923202777776,41.22917022222221,269.21915638888896,364.2749797222222,-10.379067911111125,-0.5465133733333337
2018-07-01 05:00:00,73.31681150000001,10.11206661944444,273.06731805555563,49.873061333333304,272.2795341666667,377.66170777777774,-8.479170124999989,-0.4012623838888891
2018-07-01 05:30:00,67.18050011111107,11.172116583333333,339.47045277777784,57.95590949999999,274.8251344444446,390.4410274999996,-5.721277424999997,-0.245699668611111
2018-07-01 06:00:00,65.29963611111111,11.912848388888893,407.81866444444444,65.63080624999999,276.79878166666657,403.468822777778,-2.0526492342250013,-0.008097436434444483
2018-07-01 06:30:00,64.1400358888888,12.511320333333334,475.09191749999985,72.00661130555558,279.6201577777778,417.32727888888894,2.3894785112500005,0.3305472525000001
2018-07-01 07:00:00,60.924031833333316,13.327591111111127,540.370174722222,78.25520777777776,281.9142197222222,431.6256036111111,7.576872586111117,0.7355739625
2018-07-01 07:30:00,54.889117555555586,13.911507722222218,601.6552152777783,83.54030927777777,283.3557022222224,443.17601444444483,13.331557361111114,1.179461125
2018-07-01 08:00:00,54.0214466111111,14.24775422222222,657.8303844444441,86.93357399999994,285.34478666666644,450.52457000000004,19.312321694444456,1.5530339583333341
2018-07-01 08:30:00,53.87211283333332,14.486694944444444,708.5222513888885,89.9886621388889,286.91631694444413,456.1503944444438,25.547624611111118,1.917526580555556
2018-07-01 09:00:00,54.00517094444443,14.864070833333333,753.3020902777788,93.66111463888895,288.57687805555565,464.5952730555557,31.162822250000016,2.2409680083333328
2018-07-01 09:30:00,52.71811252777778,15.231269805555558,791.2291769444448,97.52203580555549,290.0064341666666,471.83284000000003,36.6045932777778,2.526940169444444
2018-07-01 10:00:00,51.921376944444475,15.536149249999987,820.5897863888882,100.76135880555562,291.64742972222234,477.2306019444443,41.782553694444466,2.7934695305555546
2018-07-01 10:30:00,49.844272888888895,15.940194333333354,840.1691522222222,103.60254611111112,294.63879027777796,484.10062944444417,45.655585499999994,3.000744730555552
2018-07-01 11:00:00,48.86923333333328,16.448353222222213,852.8106619444444,106.6911633333333,298.06733166666646,491.9233094444443,49.333851583333335,3.177237486111108
2018-07-01 11:30:00,47.312079,16.509198111111115,861.9958994444447,110.63674861111113,301.16392361111116,499.94044916666695,52.84685522222226,3.393160600000001
2018-07-01 12:00:00,47.268265972222224,16.63352033333333,680.9750486111111,86.69708897222223,304.9426958333336,473.5693227777783,52.08117458333333,3.3697694333333277
2018-07-01 12:30:00,46.931540000000034,17.304476194444447,892.6331661111108,114.69617524999997,311.5622738888887,496.1542074999997,52.3547379166667,3.278467899999995
2018-07-01 13:00:00,45.7836508888889,17.42441180555558,838.7244091666665,108.96691222222222,307.6616369444447,492.023449722222,53.96829183333332,3.39402735000001
2018-07-01 13:30:00,44.5915897222222,17.621948638888885,779.3350880555553,104.08699722222225,304.87339111111123,486.1647030555556,53.230511249999985,3.3385615277777743
2018-07-01 14:00:00,43.32844200000002,18.254257166666676,745.8968805555553,100.65680813888896,308.5984513888888,482.5460491666665,50.64629019444445,3.15140186388889
2018-07-01 14:30:00,42.56390097222224,18.514386916666645,682.7424374999997,93.67061247222217,309.67193749999996,474.1206833333333,46.514476916666666,2.8908492583333323
2018-07-01 15:00:00,42.50171894444444,18.628545749999976,638.2365205555561,90.23111374999998,307.1353033333336,465.4039188888891,42.17735880555554,2.600858355555555
2018-07-01 15:30:00,42.83245961111113,18.648331999999996,577.28721,84.23899627777782,306.12164805555597,456.18272694444465,37.67578836111112,2.2996612416666666
2018-07-01 16:00:00,43.342374305555545,18.448336083333324,509.9742177777777,76.24680719444449,304.85177444444446,442.9293686111111,32.923136666666686,1.9807544166666662
