,u_m/s,v_m/s,w_m/s,T_degC,CO2_ppm,H2O_ppt
2018-07-15 23:00:00,0.033201999999999995,-0.048668699999999995,-0.227608,11.701337018733113,389.409,11.9083
2018-07-15 23:00:00.100000,-0.109578,0.047947699999999996,-0.19879000000000002,11.84616668906284,389.532,11.9071
2018-07-15 23:00:00.200000,-0.14205299999999998,0.0112363,-0.0838062,11.716491887641325,389.3,11.9086
2018-07-15 23:00:00.300000,-0.176196,0.03486090000000001,-0.0459867,11.780483556298748,388.94300000000004,11.8982
2018-07-15 23:00:00.400000,-0.149654,0.037423000000000005,-0.0321665,11.763642946727202,389.277,11.8993
2018-07-15 23:00:00.500000,-0.20878899999999997,0.027181200000000003,-0.00564845,11.84616668906284,389.415,11.899000000000001
2018-07-15 23:00:00.600000,-0.171378,0.062499900000000004,-0.0217615,11.824271470377482,389.556,11.8922
2018-07-15 23:00:00.700000,-0.174761,0.0709664,-0.0170357,11.804061245819412,389.598,11.8953
2018-07-15 23:00:00.800000,-0.175582,0.05328340000000001,0.0160613,11.687866362577608,390.195,11.9105
2018-07-15 23:00:00.900000,-0.173183,0.00458313,0.0661559,11.6592422758402,390.05199999999996,11.902999999999999
2018-07-15 23:00:01,-0.0979915,0.00356652,0.11568599999999998,11.708072466256567,390.381,11.9024
2018-07-15 23:00:01.100000,-0.12106300000000002,0.046032300000000005,0.106733,11.657558550824149,390.47,11.8996
2018-07-15 23:00:01.200000,-0.208777,0.0431341,0.09183039999999999,11.735015052655683,390.292,11.898
2018-07-15 23:00:01.300000,-0.173292,-0.022586000000000002,0.128254,11.686182552954335,390.17199999999997,11.8963
2018-07-15 23:00:01.400000,-0.21568800000000002,-0.015588299999999998,0.13471,11.489211182612678,390.504,11.895
2018-07-15 23:00:01.500000,-0.261164,-0.0007757589999999999,0.129227,11.44544901905158,390.08,11.8805
2018-07-15 23:00:01.600000,-0.21704299999999999,0.0194174,0.0974028,11.617150643514151,390.01599999999996,11.883
2018-07-15 23:00:01.700000,-0.212329,0.0239208,0.0690599,11.57842908902694,390.593,11.89
