,u_m/s,v_m/s,w_m/s,T_degC,CO2_ppm,H2O_ppt
2018-07-22 18:00:00,0.783224,5.03686,-0.503947,12.132566195353547,373.626,12.9673
2018-07-22 18:00:00.100000,0.367698,5.0798,-0.6255850000000001,12.080329680283569,373.528,12.9604
2018-07-22 18:00:00.200000,0.599467,5.13552,-0.468351,12.164584487975787,373.466,12.9597
2018-07-22 18:00:00.300000,0.5506,5.17445,-0.47254300000000005,11.94891702500405,373.2,12.9579
2018-07-22 18:00:00.400000,0.378731,5.1992400000000005,0.151423,12.23536814182188,373.13199999999995,12.9781
2018-07-22 18:00:00.500000,0.00782726,5.5563,-0.23892800000000003,11.905119535355993,373.215,12.9846
2018-07-22 18:00:00.600000,-0.214272,5.5286,-0.571675,11.767011028826175,373.35400000000004,12.9964
2018-07-22 18:00:00.700000,-0.379535,5.50404,-0.671033,11.809113734770676,373.528,12.9979
2018-07-22 18:00:00.800000,-0.24061799999999997,5.02222,-0.757224,11.856272458293574,373.74,12.9824
2018-07-22 18:00:00.900000,-0.388667,4.72472,-0.173928,11.84616668906284,373.77,12.972000000000001
2018-07-22 18:00:01,-0.297725,5.000369999999999,-0.28074,11.888275242873135,373.671,12.9517
2018-07-22 18:00:01.100000,-0.8654930000000001,5.27562,0.290076,11.960709231665021,373.694,12.9537
2018-07-22 18:00:01.200000,-0.796846,5.40036,0.046158099999999994,12.050000995381481,373.519,12.9476
2018-07-22 18:00:01.300000,-1.07465,5.03977,0.245869,12.065165136267808,373.4,12.9548
2018-07-22 18:00:01.400000,-1.1128799999999999,4.7122,0.145802,11.979240334846395,373.33,12.9577
2018-07-22 18:00:01.500000,-0.628962,4.4066,0.51739,11.982609691033645,373.339,12.9714
2018-07-22 18:00:01.600000,-0.957626,4.45864,0.743872,12.085384617873046,373.287,12.9733
2018-07-22 18:00:01.700000,-0.954534,4.06078,1.16019,12.07021993948075,373.17199999999997,12.9757
2018-07-22 18:00:01.800000,-0.552499,3.91455,1.0177,12.02641313306259,373.426,12.9845
2018-07-22 18:00:01.900000,-0.244887,3.89561,1.7558900000000002,12.360103559483946,373.434,12.9901
2018-07-22 18:00:02,-0.195917,4.11137,0.6837850000000001,12.280876555283442,373.1,12.9954
2018-07-22 18:00:02.100000,-0.17217000000000002,4.21042,0.579025,12.31796016732369,373.009,13.0011
2018-07-22 18:00:02.200000,0.353473,4.54725,0.200516,12.400564142379494,373.06,13.0125
2018-07-22 18:00:02.300000,-0.0704197,3.9036199999999996,-0.11228099999999999,12.242109900063724,373.24800000000005,13.0314
2018-07-22 18:00:02.400000,0.12776500000000002,3.72665,0.249931,12.248851737936036,373.129,13.0419
2018-07-22 18:00:02.500000,-0.42738999999999994,4.32471,0.0381561,12.27076326096909,372.99300000000005,13.0477
2018-07-22 18:00:02.600000,0.15806900000000002,4.76337,-0.042998800000000004,11.911857391702597,373.27099999999996,13.0739
2018-07-22 18:00:02.700000,0.251606,4.74132,-0.201649,11.86469406951744,373.25800000000004,13.0707
2018-07-22 18:00:02.800000,-0.013300999999999999,5.478219999999999,-0.0180213,12.102234733337298,373.596,13.048
2018-07-22 18:00:02.900000,-0.8068960000000001,4.67247,-0.261996,11.938809613393857,373.536,13.0304
2018-07-22 18:00:03,0.105602,4.72149,-0.598787,11.900066195353531,373.251,13.0154
2018-07-22 18:00:03.100000,-0.0302363,4.47543,-0.597426,11.802377092789527,373.585,13.0243
2018-07-22 18:00:03.200000,0.170472,4.3499099999999995,-0.265915,12.001141505912528,373.625,13.0105
2018-07-22 18:00:03.300000,0.0223109,3.9359599999999997,-0.291093,12.014619567705893,373.74699999999996,12.9958
