,u_m/s,v_m/s,w_m/s,T_degC,CO2_ppm,H2O_ppt
2018-07-21 19:30:00,0.27917800000000004,6.29715,-0.033736,11.097154891304342,374.459,12.513
2018-07-21 19:30:00.100000,0.40050399999999997,6.07964,-0.032599500000000003,11.070242484870278,374.776,12.5087
2018-07-21 19:30:00.200000,0.6191949999999999,5.86505,0.23940799999999998,11.023148839385271,374.649,12.5031
2018-07-21 19:30:00.300000,0.433812,6.070880000000001,0.0897827,11.039967550565393,374.61400000000003,12.4924
2018-07-21 19:30:00.400000,0.611124,6.1498099999999996,0.189245,11.071924472945568,374.665,12.4811
2018-07-21 19:30:00.500000,0.16406099999999998,6.2283,0.200727,10.994558172579218,374.61800000000005,12.458
2018-07-21 19:30:00.600000,0.3511,6.07354,0.130236,11.034921884953746,374.533,12.4607
2018-07-21 19:30:00.700000,0.129187,5.9499,0.333778,11.108929469760312,374.56,12.4557
2018-07-21 19:30:00.800000,0.518487,5.61001,-0.053223400000000004,11.132479358277635,374.629,12.4485
2018-07-21 19:30:00.900000,-0.397546,5.97982,0.320103,11.053422877846856,374.499,12.4474
2018-07-21 19:30:01,-0.134188,5.39853,0.803872,11.110611572304435,374.788,12.4619
2018-07-21 19:30:01.100000,-0.171274,5.26764,0.93184,11.008012424848687,374.51800000000003,12.4433
2018-07-21 19:30:01.200000,0.0899202,5.21431,0.478966,11.14761908743435,374.593,12.459000000000001
2018-07-21 19:30:01.300000,-0.022140200000000002,5.1441099999999995,0.752445,11.149301304447363,374.85,12.4774
2018-07-21 19:30:01.400000,-0.566128,5.11755,0.398343,11.140890269151157,374.69300000000004,12.4889
2018-07-21 19:30:01.500000,-0.557181,4.85201,0.810591,11.218276487099843,374.714,12.485
2018-07-21 19:30:01.600000,-0.5153340000000001,5.1864300000000005,0.40151,11.302403885969113,374.74199999999996,12.4992
2018-07-21 19:30:01.700000,-0.319441,4.99155,0.18021800000000002,11.127432871476287,374.69300000000004,12.501
2018-07-21 19:30:01.800000,-0.996135,5.0605400000000005,-0.249412,11.157712464166309,374.54900000000004,12.5029
2018-07-21 19:30:01.900000,-1.84162,5.30391,0.601113,11.245195901019258,374.839,12.5195
2018-07-21 19:30:02,-0.86485,5.8616,-0.122431,11.149301304447363,374.594,12.526
2018-07-21 19:30:02.100000,-1.06025,6.1173,-0.135901,11.09042667025011,374.532,12.5304
2018-07-21 19:30:02.200000,-0.47156400000000004,5.94493,-0.46707,11.203134876672209,374.602,12.5342
